seed,method,estimate,bias,alpha,beta,propensity_spec,outcome_spec,setting,n,truth,truth_key
48,IPW,1.0176969250581294,0.017696925058129365,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
48,IPW.fal,0.5498380026447874,-0.45016199735521256,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
48,OR,0.8686124940372315,-0.1313875059627685,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
48,OR.fal,0.6175661831526865,-0.3824338168473135,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
48,DR,0.8702872454368504,-0.12971275456314957,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
48,DR.ofal,0.94464666710486,-0.055353332895139995,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
48,DR.pfal,0.8563869678888333,-0.14361303211116672,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
48,DR.o&pfal,0.5171243709766766,-0.48287562902332337,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
49,IPW,1.1090199044066658,0.10901990440666576,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
49,IPW.fal,0.36754433659421104,-0.632455663405789,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
49,OR,0.933198837803375,-0.06680116219662502,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
49,OR.fal,0.587019351866909,-0.412980648133091,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
49,DR,0.9105049076664136,-0.08949509233358643,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
49,DR.ofal,1.1233547932520882,0.1233547932520882,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
49,DR.pfal,0.9310254879603269,-0.06897451203967309,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
49,DR.o&pfal,0.4885667739382987,-0.5114332260617013,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
50,IPW,0.9019065619486829,-0.0980934380513171,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
50,IPW.fal,0.3712998109388986,-0.6287001890611015,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
50,OR,1.1138039995106779,0.11380399951067788,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
50,OR.fal,0.49014377379824026,-0.5098562262017597,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
50,DR,1.1123211106308626,0.11232111063086259,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
50,DR.ofal,0.8785884222869131,-0.12141157771308686,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
50,DR.pfal,1.110231320603153,0.1102313206031531,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
50,DR.o&pfal,0.452854120893165,-0.547145879106835,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
51,IPW,0.9804266995990968,-0.019573300400903215,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
51,IPW.fal,0.47374421233918285,-0.5262557876608172,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
51,OR,0.9889196287472282,-0.011080371252771837,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
51,OR.fal,0.6608677598337469,-0.3391322401662531,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
51,DR,0.981687765318109,-0.018312234681891026,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
51,DR.ofal,0.9897759198292658,-0.010224080170734173,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
51,DR.pfal,0.9914878067275957,-0.008512193272404267,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
51,DR.o&pfal,0.5719913473175593,-0.4280086526824407,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
52,IPW,0.9022202844260553,-0.09777971557394471,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
52,IPW.fal,0.5095708401927844,-0.4904291598072156,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
52,OR,0.9219762910229957,-0.07802370897700428,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
52,OR.fal,0.6552953750724757,-0.3447046249275243,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
52,DR,0.9437134289335302,-0.05628657106646984,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
52,DR.ofal,0.8775036415338958,-0.12249635846610418,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
52,DR.pfal,0.9189075234202436,-0.08109247657975638,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
52,DR.o&pfal,0.6198233500742636,-0.3801766499257364,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
53,IPW,1.292732900224999,0.292732900224999,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
53,IPW.fal,0.4140142304142847,-0.5859857695857154,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
53,OR,0.9486760246410479,-0.051323975358952056,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
53,OR.fal,0.8460909698034049,-0.15390903019659508,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
53,DR,0.9354744476722126,-0.06452555232778745,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
53,DR.ofal,1.288258634695011,0.2882586346950109,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
53,DR.pfal,0.930127914447973,-0.06987208555202695,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
53,DR.o&pfal,0.6775217953205174,-0.3224782046794826,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
54,IPW,0.871028770881472,-0.12897122911852799,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
54,IPW.fal,0.37465785801205737,-0.6253421419879426,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
54,OR,0.8392299833693757,-0.1607700166306243,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
54,OR.fal,0.4985778107255891,-0.5014221892744108,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
54,DR,0.8341948387356397,-0.1658051612643603,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
54,DR.ofal,0.868582271539365,-0.13141772846063504,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
54,DR.pfal,0.8402733571593567,-0.1597266428406433,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
54,DR.o&pfal,0.42095083210480777,-0.5790491678951922,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
55,IPW,0.7974451548917292,-0.20255484510827082,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
55,IPW.fal,0.35653924065688186,-0.6434607593431181,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
55,OR,0.9329050489632077,-0.0670949510367923,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
55,OR.fal,0.4455665336825587,-0.5544334663174413,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
55,DR,0.9335537122074307,-0.06644628779256934,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
55,DR.ofal,0.7520495679588811,-0.24795043204111888,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
55,DR.pfal,0.9277871338153714,-0.07221286618462863,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
55,DR.o&pfal,0.38649138748754047,-0.6135086125124596,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
56,IPW,1.1638024569155876,0.1638024569155876,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
56,IPW.fal,0.5491574241180348,-0.4508425758819652,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
56,OR,0.8747054614250953,-0.1252945385749047,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
56,OR.fal,0.7363840649611145,-0.2636159350388855,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
56,DR,0.8816043625035094,-0.11839563749649062,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
56,DR.ofal,1.1447852429413976,0.1447852429413976,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
56,DR.pfal,0.8856146710121191,-0.1143853289878809,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
56,DR.o&pfal,0.6523574642080449,-0.34764253579195514,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
57,IPW,1.0855044978220296,0.08550449782202962,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
57,IPW.fal,0.42128452604008676,-0.5787154739599132,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
57,OR,0.693295630399765,-0.30670436960023495,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
57,OR.fal,0.6163753511087882,-0.38362464889121184,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
57,DR,0.7093064200311625,-0.2906935799688375,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
57,DR.ofal,1.0859787486917734,0.08597874869177335,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
57,DR.pfal,0.6706046163769768,-0.32939538362302323,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
57,DR.o&pfal,0.487650603006692,-0.512349396993308,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
58,IPW,0.5595695221600462,-0.4404304778399538,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
58,IPW.fal,0.16480459291495597,-0.835195407085044,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
58,OR,0.7386318599961111,-0.26136814000388886,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
58,OR.fal,0.24419298465521774,-0.7558070153447822,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
58,DR,0.7456619133988126,-0.2543380866011874,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
58,DR.ofal,0.5486273729276929,-0.4513726270723071,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
58,DR.pfal,0.7173492557165371,-0.28265074428346293,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
58,DR.o&pfal,0.1844661269091358,-0.8155338730908642,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
59,IPW,1.1337763744511165,0.13377637445111645,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
59,IPW.fal,0.43780774681067497,-0.5621922531893251,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
59,OR,1.0101046777291671,0.010104677729167122,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
59,OR.fal,0.7162177417072655,-0.2837822582927345,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
59,DR,1.0161248379862884,0.016124837986288387,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
59,DR.ofal,1.1316139603640127,0.13161396036401274,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
59,DR.pfal,1.0215026031585288,0.02150260315852881,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
59,DR.o&pfal,0.5710555871488144,-0.42894441285118556,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
60,IPW,1.3454833389063834,0.3454833389063834,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
60,IPW.fal,0.7589091913332033,-0.24109080866679666,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
60,OR,1.1934760839249012,0.19347608392490123,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
60,OR.fal,1.0945768644452565,0.09457686444525648,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
60,DR,1.1978075753952493,0.1978075753952493,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
60,DR.ofal,1.3390031535780427,0.33900315357804267,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
60,DR.pfal,1.183389880824182,0.18338988082418206,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
60,DR.o&pfal,0.980402487378926,-0.01959751262107401,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
61,IPW,1.1776517192737739,0.17765171927377388,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
61,IPW.fal,0.41951251280812063,-0.5804874871918794,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
61,OR,0.9874290978030117,-0.01257090219698831,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
61,OR.fal,0.7214712492224705,-0.2785287507775295,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
61,DR,0.991638859127514,-0.008361140872485961,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
61,DR.ofal,1.1105075438769234,0.11050754387692341,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
61,DR.pfal,0.9853693776571361,-0.014630622342863941,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
61,DR.o&pfal,0.6354342500982214,-0.3645657499017786,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
62,IPW,1.2201976701490576,0.22019767014905756,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
62,IPW.fal,0.8297266531429197,-0.1702733468570803,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
62,OR,1.1323669295014143,0.13236692950141427,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
62,OR.fal,1.2170811536073889,0.2170811536073889,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
62,DR,1.1444887489543345,0.1444887489543345,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
62,DR.ofal,1.2286404351564193,0.2286404351564193,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
62,DR.pfal,1.1242922690960706,0.1242922690960706,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
62,DR.o&pfal,1.1459454927220536,0.1459454927220536,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
63,IPW,1.1998225641155795,0.19982256411557953,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
63,IPW.fal,0.9894654724744536,-0.0105345275255464,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
63,OR,1.1362897598049309,0.13628975980493085,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
63,OR.fal,1.1049515621815162,0.10495156218151624,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
63,DR,1.1262512853640194,0.12625128536401942,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
63,DR.ofal,1.1983545824670991,0.19835458246709914,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
63,DR.pfal,1.1328284631922663,0.13282846319226627,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
63,DR.o&pfal,1.110188102164208,0.11018810216420794,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
64,IPW,0.9351069260885928,-0.0648930739114072,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
64,IPW.fal,0.5052014562109883,-0.49479854378901167,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
64,OR,0.7710343104549919,-0.22896568954500807,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
64,OR.fal,0.6026811142217362,-0.3973188857782638,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
64,DR,0.7811101365508614,-0.21888986344913863,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
64,DR.ofal,0.8631471033445073,-0.13685289665549272,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
64,DR.pfal,0.7905651666749215,-0.2094348333250785,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
64,DR.o&pfal,0.5644702998733067,-0.43552970012669334,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
65,IPW,0.9057240884178207,-0.0942759115821793,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
65,IPW.fal,0.43564723883766887,-0.5643527611623311,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
65,OR,1.0121581653195033,0.012158165319503311,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
65,OR.fal,0.6718564903955409,-0.32814350960445915,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
65,DR,1.0083902463211785,0.008390246321178463,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
65,DR.ofal,0.9279405367858327,-0.07205946321416734,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
65,DR.pfal,1.0149964060938563,0.01499640609385633,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
65,DR.o&pfal,0.5992103513003054,-0.4007896486996946,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
66,IPW,1.2027380224236308,0.20273802242363081,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
66,IPW.fal,0.7244291006576163,-0.27557089934238366,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
66,OR,1.2449917517688769,0.2449917517688769,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
66,OR.fal,0.8750913357219514,-0.12490866427804859,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
66,DR,1.2549690342487665,0.2549690342487665,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
66,DR.ofal,1.2045217847357332,0.20452178473573324,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
66,DR.pfal,1.2424195307252623,0.24241953072526234,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
66,DR.o&pfal,0.8491815580022708,-0.1508184419977292,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
67,IPW,0.7107461683386416,-0.28925383166135843,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
67,IPW.fal,0.34310742032127484,-0.6568925796787252,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
67,OR,0.8926949150856615,-0.10730508491433854,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
67,OR.fal,0.5044282828076692,-0.49557171719233084,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
67,DR,0.9060827822646172,-0.09391721773538275,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
67,DR.ofal,0.7222734259180783,-0.2777265740819217,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
67,DR.pfal,0.8815364766130784,-0.11846352338692157,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
67,DR.o&pfal,0.4323051261759757,-0.5676948738240243,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
68,IPW,0.7587726471865289,-0.24122735281347107,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
68,IPW.fal,0.4666889019130737,-0.5333110980869262,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
68,OR,0.8047116786054151,-0.19528832139458485,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
68,OR.fal,0.6879529105686799,-0.3120470894313201,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
68,DR,0.7879113971206865,-0.21208860287931353,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
68,DR.ofal,0.7568270471174178,-0.24317295288258223,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
68,DR.pfal,0.8028380493184144,-0.1971619506815856,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
68,DR.o&pfal,0.6081481061989671,-0.3918518938010329,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
69,IPW,1.1331036898691997,0.13310368986919974,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
69,IPW.fal,0.5142356403356844,-0.48576435966431564,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
69,OR,1.1445861707986773,0.1445861707986773,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
69,OR.fal,0.7661598990155999,-0.2338401009844001,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
69,DR,1.145031055815165,0.14503105581516507,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
69,DR.ofal,1.1191036811585813,0.11910368115858128,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
69,DR.pfal,1.1507380241488108,0.15073802414881077,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
69,DR.o&pfal,0.6567021079365684,-0.34329789206343164,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
70,IPW,0.6309690079756587,-0.3690309920243413,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
70,IPW.fal,0.21586103285471958,-0.7841389671452804,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
70,OR,0.8016153099031306,-0.19838469009686943,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
70,OR.fal,0.3251756554869301,-0.6748243445130699,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
70,DR,0.7865513342146622,-0.21344866578533783,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
70,DR.ofal,0.6490326219329285,-0.35096737806707146,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
70,DR.pfal,0.8062591902987116,-0.19374080970128837,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
70,DR.o&pfal,0.22789609709025085,-0.7721039029097492,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
71,IPW,0.8902504342701898,-0.1097495657298102,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
71,IPW.fal,0.33331030629713165,-0.6666896937028683,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
71,OR,1.0626019265362907,0.06260192653629071,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
71,OR.fal,0.5313995134216111,-0.46860048657838893,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
71,DR,1.0669178388776772,0.06691783887767722,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
71,DR.ofal,0.8537650146707513,-0.14623498532924872,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
